423974.000000 6151448.000000 1
424534.000000 6151447.000000 9

424315.000000 6148668.000000 6
424247.000000 6149224.000000 5

424384.000000 6148112.000000 7
428636.000000 6152126.000000 0

424452.000000 6147556.000000 8
428636.000000 6152126.000000 0

424875.000000 6148668.000000 14
424807.000000 6149224.000000 13

424944.000000 6148112.000000 15
428636.000000 6152126.000000 0

425012.000000 6147556.000000 16
425572.000000 6147557.000000 24

425367.000000 6149224.000000 21
425299.000000 6149780.000000 20

425435.000000 6148667.000000 22
425995.000000 6148668.000000 30

425504.000000 6148112.000000 23
428636.000000 6152126.000000 0

426064.000000 6148113.000000 31
425995.000000 6148668.000000 30

426487.000000 6149224.000000 37
426419.000000 6149780.000000 36

427047.000000 6149224.000000 45
426979.000000 6149780.000000 44

427184.000000 6148112.000000 47
427744.000000 6148112.000000 55

427252.000000 6147556.000000 48
427812.000000 6147556.000000 56

428304.000000 6148112.000000 63
428864.000000 6148112.000000 71

428372.000000 6147556.000000 64
428932.000000 6147555.000000 72

